receiver,tokenId,additionalSupply
0xE0d6063e822eE00523546615915b8f5Bb110f452,0,1
0xF5051cA94B7223450989d01F64BB3ed2741337bc,0,1
0x55DDfe4E1A231928Ea6650b0189c1674Ff877315,0,1
0x6335A4D8205Ad766102564EE679C236cd803755C,0,1
0x1AAa6BA0D1EA8B9b69B81958216110241Baab5F6,0,1
0x3fdc4F5A531C059BC7A44058B240547d26033FC2,0,1
0x661e0217843f5C96C45EAd211dd961E4f5104BFb,0,1
0x78B4D5D80D68438EA95d6F58576a6860834dC465,0,1
0x430bCE7970C3B9067C5A34ea2f23881c390C0241,0,1
0xEe21Ea75f502B31AdD6118631Ebf8Da74d7264B7,0,1
0x06b16bb91fBCfBfe619dc3F1f3673fb953239C38,0,1
0xF196801f6d629e09fa1dc70Bf12785C48BD550a3,0,1
0x5422Cf44398842EB029915059981e51005a70f60,0,1
0x594b1F59d8A04c8064033ddac570cf8a54a7A8a3,0,1
0xBE42853B05b7A00aAa06b3F537e0a321b794307B,0,1
0xC8595a667c940D271b60C506A68a8b252d042E6d,0,1
0x71Eb7D0dC55d468F518572eDd14C96D82d41FA9a,0,1
0x63738Ec1bE3fa2feb1b5e384b1420321523948A6,0,1
0x00321Ed17e10D219c6da30e0D6832727110834a8,0,1
0xf2050CCF6A18c64a35eC63a526d70dF2d475e776,0,1
0xB177FA224a00b63ca92eaa8048CA8758C1715Eba,0,1
0xE724A86A179231476652d8dbcCf30dDc9d59bc31,0,1
0x194368a019A3aAcB8f7b3e7b4cBBc3723b318E33,0,1
0xA10511Af2A7797ED9783Ff6A406182fa2a007238,0,1
0x940c1FcE8F7530CDf3EA6e1509cc93850aB3688d,0,1
0xa93596BdfB8E8f4007148367df13f078511551dC,0,1
0x092529CfA3aEA1c521770a3B546E4f04AB3cfb59,0,1
0xCa5a939b161baFD179b43DB36637dbEC8be65DbB,0,1
0x89205Cfa93Eb1a360dcFd71aA7C721bA74fF5cEf,0,1
0x6cDdFFb15b7D404E0D7184EA31D628621a66A546,0,1
0xe45df92F1F1aF1775096f3fC75962648d609C0B2,0,1
0x601B71940126Ed82fD2c2c893DAcee61db495C03,0,1
0x22668DF08fDFFF94377fECe796D53F556Fef57d7,0,1
0xf259fFf5272957D4224D802b9f0fD0D2af93f1A5,0,1
0x0bFa54C2DFaDb2b2ceD976b0C29d0C75bEa856E5,0,1
0x2f02F72E1Dea7f9a1Ac6b50e25DD2b5524dA39d2,0,1
0xa6040459e95CD94d18e466770214316e53fd8911,0,1
0x3794811a44bDb9F4ac34961403f56CC89e6A87C9,0,1
0xFeD30f4039a6c9E15fe2E6A98fc2726447630A82,0,1
0x741A7170523D20E9dd35196Fa576b2D36787d318,0,1
0x81E096bfd90ea46546B43720eC59841ffB7F61A9,0,1
0xfc740941cc4Dd113fC072FBa3D1058B9d264fA1F,0,1
0x0ef1A424cAb45F13785607e994abB1D3962a4549,0,1
0x768f54C4cbd7406f80f1fa8482290DA8C5eB40fC,0,1
0xd00871D5dD7928c8a13a44983D2523B26d1aA0f2,0,1
0x398e3f3eefa1B66Fe17218527BB01aE0219A066E,0,1
0xc93F28164B27dA5414785487B379fF9922Aa4a7D,0,1
0xF5BE71E8Bf70d7e3a3ac98532af346eA56D58c48,0,1
0xd8E2b690617452550042C04076f19Df5543875dc,0,1
0xaEA80BAFBa8116BFA2c38653330Ec1d292D0dA03,0,1
0x2b1306d037a387C26082564399829b2eB2C963B0,0,1
0xdE51eB6FECFd7F8Ac96A47F29dECF1d08Cf67CEe,0,1
0xA313024979a533F56Dd0a90AdCEcE4d3F4FA4317,0,1
0x69827B3954e9e1d103B78Cc729e084edAe282b9b,0,1
0xE2D942cbcBABD6eE983b412a56967F802Eaf7c81,0,1
0x87e0D9fd8559EE318CF1580f83E0FcAf348d6221,0,1
0x5A58f966FF6F8514cBD8714Fe5E802908b1aed06,0,1
0xA08Bd91cB4EbF02BCC1DC858D153545ce1a491F7,0,1
0x1ABEF976375D98716C9Bc14B07a8E690D265BF15,0,1
0xA968bA757A80466c4190E849E67bF686F0181014,0,1
0xd53d3d10c2614831ced6E216c05bA530C76963DA,0,1
0x98c705d4817Db3BCA6C752bD4d848fcD7F5d1818,0,1
0x633a3B102F8676EeF0f7d7E17A997b55533851E7,0,1
0xe73131C269b093c25D6b1c5028e95495165a4997,0,1
0xD1f457f109Ed35750E956759Ff215897b10b36d1,0,1
0xf9BcE6c3A6638Da352e2010E7db5fED21f27Fcac,0,1
0xb1fB50770df7A90E80a8e6Ce3380365291dBaa4e,0,1
0xe115A88cD58b4a50Ac6b2CA61505BedD7F6D87c2,0,1
0xFdFfa637491886D599278E3423557787dD96E67a,0,1
0x034a6093CD4211CcDf5d1F3691b34e0cb6C7D925,0,1
0xa05444E6Ffa6963DA689EE720a2a07bd40c078F9,0,1
0x002EC7CdD80bF022c2da9ddb8e4188f38100D2AD,0,1
0x9FA3E0611addD4e8F5B75fe7CeA6AeA85b0af030,0,1
0xE8388758b25b01fff0A8D5F8E19AF6aa27cc09Ff,0,1
0xe5FA776D6907b01e65972F1253c2BCc48550B3FD,0,1
0xE0021CfA06E4Bcf5B39E4368F8Af8B1aA2c2F031,0,1
0xE13B522347c3454785ECa821a1556761a4e1913d,0,1
0x515DEA220Da99106274aFf627E692c7E14a84D2e,0,1
0x0FC3BC8036dCcc18b5fAB8FF82402e0c5E732E0A,0,1
0xF79c342d14dC98C43F82Eb429274555c60306141,0,1
0x526e3c1b7AB0a03e181AF0a58820683dFd44C5cb,0,1
0xCA46a7f6Aee9c2D54c4c2552AE0B91659cc9041d,0,1
0xE7e2987A86BA6F64Ffb47AE80e6135AA7B460ab3,0,1
0xd2842A3D9ac03F6f7C09811992587bcAFb39bf83,0,1
0x4714cCfB5707B35760a434ea2852Fb7838C60EEF,0,1
0xc7E0deA71eD54F35c21a2CA3C23F43559cDfced2,0,1
0x2baC58E6346bE869d2d2FC52Ba564C7643aDC160,0,1
0xa23615e2e968b85E84229Cf8c1972333BD5d2Dc7,0,1
0x206dfE19f2E81f55380B71F1bfebeA2E411ECEF7,0,1
0x3AEA055bBc864d1FD652A6dcB68A13E81bcc5485,0,1
0xbc18F0cf81D045DA2235B62D5DE1d06bD7A43711,0,1
0xAcB0DBF1876B39E7b183fb4310bB1FE9e0128875,0,1
0xd01434ffB21aeFceDB366Bb4dC549BA9568060C8,0,1
0x01D01Fb013470DF17643C5Dfd56939942a5197C4,0,1
0xFb25E375B463d2B5788e7473e315ff5c9D536464,0,1
0x23D2B84F8710eC071819Bb8c44CC8aADe2B8ca50,0,1
0x6D40ed4043AD4435048499fECe2bA1000C6fEe0F,0,1
0xF1356A8aB76085e4e79521bf02A65c120e8d662d,0,1
0xA512C24e12C4f218F0eA7CC3a277E30ec2C79A33,0,1
0x1e7B61427EF947CdEfcac9613B97177FBB92F33C,0,1
0xB289e54554493f55bC46b141aF3Ac3D762E88075,0,1
0xC559e0Df5C2306180Da03686e4c9cf807447d6A2,0,1
0x39B29E087f6fa10B9e6F34CE56d66A28c19123f3,0,1
0xa024C1E2ACE22B88E32273f7410b1922ADB03C2b,0,1
0xa092C50D1e9a2FAfd92de023a8fdAb3e5A9d0298,0,1
0x86C665B8Ff290D12808404f303783F0ba08287F0,0,1
0xD14996aC6ba9EBa6FE5Ecb102Fa15c7b1bD619a0,0,1
0xe69050c152D49658c89c92a23131096b82Df6676,0,1
0x80cb9F93559F7B0a0DCEAF13734faD2a2B7B0D70,0,1
0x66e28a661a932324450A2658d018fB830Ffe47f3,0,1
0xEc639bA1e1C574FBf47f9Bd4056B9430BdFbFd3F,0,1
0x9A1AE060dFe6F1A239F237E90e1F93cB13D4c7e1,0,1
0x94EB7E47dAD0D4d617Dd41c86E4a04F0B3Fd4C67,0,1
0xfA5209734EB6d8c58dB7fcB0d8A5F45a8a8F1919,0,1
0xb2570cD5E73a813456e85c53D4ABbDFb412d9B5A,0,1
0xC4D10231f47D69b738031774e4bfa477d3716266,0,1
0xd82A9a6512bf71952b7468730Fa584562f0b324E,0,1
0xB30A8Da458e26E26DCa0060681BCe1e3081989e9,0,1
0x4962a04C0dc14AB98501495413095D9afaD2A06a,0,1
0x0558BC5bdD46E62b7b82198041AaE57A3d943c48,0,1
0xFeAF12713bFF5699f6888FAb598Ce3e9734BB87A,0,1
0xf56bf711DB455E053CD7d67aAE5A87f065651841,0,1
0xFBEF2a1012257B6dC40E9EdEE448B5E6D0A7C4D8,0,1
0xd8ddA40FcFd6bE153e08922f275a01D8800C7D96,0,1
0x7632616E73A00258df3b432592316da345C547c6,0,1
0xeed37CD388C47b6d3368989cBa21719cdfE84a19,0,1
0x34Da1d882b773027CbE936B5dd2ac4339Fe99C6c,0,1
0x06b379Ab67AC094F84813d9E2fa160674ca4b2DB,0,1
0x5C1d9e8DFd193DBEF787Ae2369E2c387aaBa7036,0,1
0x11C33d0D25f0107e22865e095f4167250d611C20,0,1
0x8Baf0b8a531D8354Ca05A3fBE4939620a546FF95,0,1
0xc9e5f2BE43a3C7ADC9937b8D7D6570c71926285B,0,1
0x8241128b9719fCEB165E9D19f5db3A25cF1f236c,0,1
0xA69F319e6e8D0c968D5CE7795053b748CAcc5553,0,1
0x94aFb8F8Aa3a9e256eE6ac761fecb4943EBCb873,0,1
0x0851D451e6d377a93b38A11e243CB030Ef23c9E1,0,1
0x1A09754849459E7cD81597B496EF5CFb81Dc5Afe,0,1
0x7Ac8b8e5D8434f2BDa98445EF27EAA4B09bEfCF9,0,1
0xf048A3128fA94feE4FBED5A85E477927A79a5DEA,0,1
0x76DE0a1Be03346b42711Bdc3E04103D6b56f5634,0,1
0xcb555B29EAB69dA011B8C7654ec4710d86C849C4,0,1
0xFf67486f9D0BEc5eF9B137426466Fb8Fc5Cf7C9a,0,1
0xC71d4910F259C30943F718ACf77177D3e851e45B,0,1
0x373D80C0d22151F574Ee563920b8C0b27C8771EC,0,1
0xE04d78e4f2Fecd66b73C758947bB1A40655eAF99,0,1
0xBB64Dd9FDb4989542ccC5f728E094d0b9e7CAA3b,0,1
0xE71AC96F45f1F4C583F00628BC276e32Ac632723,0,1
0x217ACcC68a803564c1F0f019c606bEE039E6F1E9,0,1
0xFf9636286d7fcbA366A5ffEbFE30107D22100Db4,0,1
0x8737482197fcfb5080D369dA02B66BCC6b3a6B69,0,1
0x0B480343B2BF6B39c198Bd9249b90bC76226ab1D,0,1
0xf0dfdDE7ccC6Ea2cf1ef1A7f9Dd7474EF7cE2895,0,1
0xD5E8f0bA40f774Bd8606760842449B66B87e7015,0,1
0xd3DF89d4eA79283250Ac5DFC36604E740D87A7b1,0,1
0xF6a86Fac57B4033647028cE96180D5b689B6c847,0,1
0x6F7fF1897a729cf90512E94de258Ab35C4c88B2B,0,1
0x81001B6D66969493C0821EFCA7A3a369c8AF8bDb,0,1
0x5B0a338EA0D4d69EfE7786d490dD52EaEb96190A,0,1
0x05868D30912a33d0d6782c193138614f4D5F6972,0,1
0xa01E0a9F702414CD88728d6C2278cFA71fD0CcB5,0,1
0xFa2Bf8b4DB5F6FD84a694Dd65a0ab179b2AA1903,0,1
0xD8851F3875e102203c4d45D79283DF9A5b92030C,0,1
0xF7A83e2e1A08bE5bbF12AAF1bd7Eb98D2b34ef6B,0,1
0x0B0173073a0f763171F99dD6C63D8010d49Dbe49,0,1
0x5Af0d4d740b0b18fd2D705626CC61f390D29E3C1,0,1
0x513B4CEC89aC7D54F4f41C6F1b26E755e4d479C2,0,1
0xffC72Ce9031F2D3277D7F1BFBa0A62e61aA56dB3,0,1
0x0C27F25B0cDaA47150c19f8Ed15DF9fe5F040e12,0,1
0xc6ac979892eea35E4c47AEEBAe99B6AadaB97c30,0,1
0x88F396D0b7E99E6400ffa2b53beC8b3B02dB09c2,0,1
0x9B6eD46200d268De8B00B9095F176Aa52c9673Fe,0,1
0xAEe84ef95EDEB9a5f657eedA11d1bB5De65FE8f8,0,1
0x7D1464917640977902175075DD6E2b221C304D9b,0,1
0x3c1Cff356241888B23Fe1a613a8c2E13d4C4716D,0,1
0x404b6641E1268d49775b85cB2bC6B6523B537832,0,1
0xFB7c15B3213b3c3BD3749ECe8150767ce395529F,0,1
0xBAcef2BA985695FD57Af0980c132f6163ab16C0E,0,1
0x03187a78533d46f9D2D92E6A95624951716cdeEf,0,1
0x2b27C8756eECf34Ff1C0bc5C3b31550f2Cec2c44,0,1
0xEF5cc4e76b407C89768E681C1E2E9a5231BC9375,0,1
0xFc887EFa2aD54378ac4692A181097b599dE79AF7,0,1
0x755DaCf9dDad3aeaceA24064f9D9355adAe25419,0,1
0x5FA7b163DaE5e80b0459233d839D08E2eb30509D,0,1
0x8C353DD40b50c13ef08A614A865539E9097B473b,0,1
0x3100Cb0Fd4f6EdC3FA4fb6360156BC6B0D7a7836,0,1
0x437132Cdb9F55bb43FBe34E104bc58dB8C1bc381,0,1
0x2dC48901341B0f5aD1869CBc6Cc1eB6Dc44587cF,0,1
0xD7d4E535faabD5a94EFA007136edECa3642a97d2,0,1
0x127138A6601B309287Ffe425426aEc8e2c5cA6f8,0,1
0xd6000b0520c15eD372BAD503ceD8Beb0c6620f58,0,1
0x8934D4DE15f2809720B0cAfDfa59ffEcafB28c7c,0,1
0x2FF6f0e7d6770FFc7F8988c65C3b8cA4e877C02B,0,1
0x7Ed74440F122901b9E7d26A2a4bD7A3dEe8B387e,0,1
0x0C01B75f3a8347B0F7c0E32482C1DFDB7b35f39C,0,1
0x2241D604ba9D3A55269CC94FCA20eF01DfA2AE20,0,1
0x93e88b7C61A361113f5323C57A0b4C673a53181C,0,1
0xC725D7fCccF0Ae3fd54A90cC52d4Ac115e8BCd12,0,1
0xBe74C7c8e834c48ba0E655A8160400679eDAbfEE,0,1
0x28992B72Ae13b9eFf91DEfedf87Cb74baBA5dc59,0,1
0x41191af0275a2e9398Be1E0B49157B7A25FF1B25,0,1
0xBAf46c168B2BAc415dbD1A1045B7023ca1B4CDB0,0,1
0x3fa4a82c19c9Bd5891CC7977d5D7D95ECDe09B91,0,1
0x06b1C5921b64075D492F855f1290629827a6D0f7,0,1
0x2216cEb8B64Bb3fCB604DDFeC4a3D63f31C835FB,0,1
0xD047B2111934707E6685fDAf6CDc059dE1607F61,0,1
0x85F044138c55D29D105AC7e1a031AC829763FcB0,0,1
0x3aB109223aE2D6B81cC919C32feEDC3249d54cB9,0,1
0x2a3855fA3FAF1d4001a9191bE929B52c353d5218,0,1
0xD88b75fa6CbC9Fd3D13BEf0c01c2828E135A3918,0,1
0x5B27566e9D6dd340cFb01Bf9655F5e76b9554fe6,0,1
0x5BDc0ea07d0AC86342B261a3804f58A459512151,0,1
0xacA9da710aDD8F6041A3DE3FA72E97E9d68D78Ab,0,1
0x0f78DAB6f899727299542844136127b33856661e,0,1
0xBc9F8302DF1f32079F0c0bb5CF53D2fC1018784F,0,1
0x8De79a6DaF8325eBb5fFdc0929a72366289929fF,0,1
0xb0Cd1F1abCEAcc3Ad162383f2874EdF8C41cA7b2,0,1
0x6b80B3c9bF64e604a47f2B4983DA3E7950B7B608,0,1
0x5947a4A05F472910c06966347304b9A99f0795a9,0,1
0x8155252bf8b9827de3AF9ca35eAD781353ed18E2,0,1
0x77Fdb9b06389F6a402B146a776f553E9A6157486,0,1
0xbf475edbebed1D56550A3Bd2262A5B9EaAA0a069,0,1
0xEB4F71d6230d5eeb4c35Cdf211C369Ca1cbd4770,0,1
0xB1Ef2e47125980C0D0D9811E8FF67282e87fafc5,0,1
0xeDA4B015BACC7584f5738923dDb2A1b37E3cDc4F,0,1
0x81A7AEA910643336Aa642610673b5926c9d61f21,0,1
0x8BBf65d7cBD63E0aD866BA6dE413FA8E47655955,0,1
0x046820F8f2028308e2AdD16207208D1278fACBD8,0,1
0xAd61200890eC522600d5083de4071004d795c766,0,1
0x7A4dC3B70B71ceDB9405e8F7FdC69eE640E84637,0,1
0xB8779b80b78E3614B71034F9E6581C7A58a29BcE,0,1
0x566d2D63D75C22540B9823FF65E233984CF457ED,0,1
0xc9b94a9D98F74358b9b311C75C647b2DDFb7980f,0,1
0xcc1410738e48E13925d492Ef2517E14EC1e2b0e0,0,1
0x0E39C2E4197EE0A7fdb434b365Ef576AE0e3c832,0,1
0xd80Af0e09a9Ac75dc1317125F63F52009f6bd4E8,0,1
0xF9e44820Ea1835d64B437Cb6bF74D1e1d052D2AC,0,1
0xD15981A2A25b86e8B9654038b900b991F2733261,0,1
0x570980f23248E1944a555732017902fCEfE8D140,0,1
0x6f56CF9061838b5C54a6EF2009B102db2a90b518,0,1
0xef01e5E47aCe6f29ef820644337CE4Ada4081168,0,1
0x8C0Df5068BE868CfA41C64a45D73Efa5B5B4345E,0,1
0xcEf1caaCd23314e2D250001A92e1ac839d08475d,0,1
0x2DCa8BcB5B603eE735D3e15F583f6377Cfe87737,0,1
0x1259384d54f48c56190fe4CbE54B5265149d6F5a,0,1
0x5E0d701F9A5Ce20A4Bb15502d3a2C6E417bBa2CA,0,1
0x4aE4dE49c329385d98B771c08E8FD6a8eEb81592,0,1
0x23d69FEC908BF48CBee1aA2ab339f308DeA3078B,0,1
0x0d73F7E2dF8A14F774ED8c0A9Dc942CbA891BfB8,0,1
0x00bBa6A2619F16515e4559A4E3DcF9466ECe47D3,0,1
0xa5D8CACaB05DCb519E87c74917925AFcC1FB39f9,0,1
0xB0821CFf754DE244Af126F8C71f6DCC3aA81960f,0,1
0x5411f7d0EE747599f1e1B66177185b42743Ae0A5,0,1
0xb8A10636058475cF2F11C5323499A19c72708c0C,0,1
0x50d180b6544198c53F07ed444ad755BAc744D412,0,1
0x833125E8587A5a5aeBBb1cFB428A2C15A6e71253,0,1
0xAC038bC2AA8c334D36f955526E3402807de1E6CB,0,1
0x072aB973d3497D0b3fC986A92861704625DA358D,0,1
0x6B394B6E108d66ccA108a386EB5b087b1BDc3071,0,1
0x39EF4f2e35088B19952a9E9Bbc9044aa864c4158,0,1
0x9363F2EAefAA472a2C5AA81C6a50C2bA96c6d681,0,1
0x24F0FF6F6A87CbCF8227905b1d7Edd5B44035AD6,0,1
0x05ca8f71A8d2a4D31220507e2f5bcB5a105abcF2,0,1
0xC1aFB6786BE3a3768d965467E4Ed8F6FE3e867b4,0,1
0x1fD776255e1F9acDc4917ca5DD157478f43e82a5,0,1
0x1981E88ABd653a6bA65489fCDa0ddB9F5863af5e,0,1
0xDB5E96C0fd35Ea95527f6d0cF14924F518497aFf,0,1
0x47A120551459996f5cF854d6201c2096F2c28384,0,1
0x1E39852c54F93057c11E2d05f23444f91E1D509A,0,1
0x20399309725d9de5bcf2f54bc233B092aB806d9b,0,1
0x55cCCEf4e023fb7598877120747fC5694618388A,0,1
0xEDAFE49FA345737efe8bFDb7154d696555D69025,0,1
0xBc96949AE6F2E13cE91d0D5919F270AfaBB76af5,0,1
0x99e1B361E9aDE706999209f5c5DC33512289eddA,0,1
0x9772f11350dFE8E42090Fee7851A74F9952471f2,0,1
0x37CeD9CBe469fAEFf3f6D32Aee34DEE2C46A12cB,0,1
0x5Af4851a638634b582B8F857FeA6F9d629FF0Db1,0,1
0x1689109891657155Ca588bedC01Da9f70595A2D3,0,1
0x63F1898e85f893A74685eAAb7cFDE23564f232ab,0,1
0xB18968D582d53960345404Ee509952cD22f55FeF,0,1
0x6De340C228ce970D023b445c33cC2AC54E08574f,0,1
0x4B4cda11dbB00b899fEA646BD608ad9214c2e493,0,1
0x3CEAd88418212e373C81A295E6F72417DDE48bC1,0,1
0x3AFf3b74724E071a6f2F3F57eF234fc452e1862c,0,1
0x34eE4118Fb8d3Dadad118Dd28098b1E5175fEF5f,0,1
0x62F0df28d12D756dcdA3192307E3Ce163CE82C4E,0,1
0xe7398e35540803a7478057de5bAffE8A56Db3eef,0,1
0xfFc302D9F3f6bCD6F222e7Df4E092f686D2D959B,0,1
0xE4bfc02D2e542467fC72edab3977FF4A0eb17F3d,0,1
0x27497f39039f44Ff43d4E150D5B881367752D51C,0,1
0xFdb499A4c5ddBF20DF073dbe389Cc7b7eFBa9cbF,0,1
0xAf8eF4A9f59AeE6a9501167Cd67811cAc9755c0f,0,1
0x0AFe1f14a5ed4D2bA21420Bf555c2089361Efb0f,0,1
0x8A9569F329849eEf2f8230da5fA45556875B03a1,0,1
0x68F04A3E53B90952f5914637F71F3D248BEC46Ea,0,1
0x7b240FA7C1FF14C79f84b17c5f201879C8b363E1,0,1
0xC9C00E0cfA3C9cBF1A9914faCa074Dc74F267199,0,1
0x6AF53e6DB2aDf187BFDE7761A1E53844e71F0d6E,0,1
0xC06aF9a1874002f90D35fd40DF7FD58b05109f42,0,1
0xACc6FD80D92f784999bf5B4b04331F9d84C32394,0,1
0x3E69C6c5a839ef275035E55Ad1a68cabd295Db63,0,1
0x8C0aae8285c1740dF3E19783168673AD737EBED9,0,1
0x9a10C55E5Dd5f6749cC288D9341453C7Ac77F26e,0,1
0xa4B042201981a7ea35dD73FdF7d12a40cD7Aa21e,0,1
0xe54cb3070B1887e222B23Ac4A1Bb738C57E1BA06,0,1
0x3F33fb8bbd300853B4f3B2d77CF2fA0aa6FEa0fC,0,1
0xc02C4C15F8664f784fD5737324c6f27B62775823,0,1
0x08c1d0674bDA241618187b4564D0A19187F9425c,0,1
0x164DA9fcd4194d5667de949630c7403A6164c9a6,0,1
0xf51c35b9363CA6Ebfa5a9487F3d20b059554c14a,0,1
0x0Ab7065Dc430539ABfFcF71aa7Eb5Fe7FdEAb741,0,1
0x93cdCD49A3E8611c1e7FD3b2C64bc94Dc28406DD,0,1
0x331ACfc67c2bfBdfd430ae2f8334F5433cc80AA8,0,1
0x1b8A9785e4826eE734565BC312B4c75315efc1f3,0,1
0xA6cC8903d481659bcD990D6fAe0F21864B1e8a42,0,1
0xeb2b1Fd2CFcc840366ddBd535A08d51fE9B80615,0,1
0x3A896DcF29Cec12be91EF1b938E07b0ACde03072,0,1
0xA11Ca5e3a6E463120142ad20A44209774eCBdC99,0,1
0x685102C31c825E69c16421F427C7D06620dCEcd7,0,1
0x07bf4e4D38a971622E9ec8E52761B89D18519374,0,1
0x635E87175bdF633Cb24E49F7102873B0B27FE720,0,1
0x963B9889473a1535b91b7334967aE36f840802df,0,1
0xa186CD9d3Ed1e2f34f8e8490Ef11206D6E157c59,0,1
